test n,learning rate,layer amount,hidden layer size,flow type,variance of p distr,max_amount of epochs,MC Vanila,norm_flow
0,0.001,3,3,realnvp,0.1,5000,"[1.018391728401184, 1.0052063465118408, 1.0261987447738647, 1.0444837808609009, 1.0514572858810425, 1.0302553176879883, 1.0176441669464111, 1.0572386980056763, 1.0336499214172363, 1.0455670356750488, 1.016663670539856, 1.0096814632415771, 1.042747139930725, 1.0244455337524414, 1.0538712739944458, 1.024639368057251, 1.0808128118515015, 0.9667284488677979, 1.0179431438446045, 0.9926914572715759, 0.9860888123512268, 1.0196948051452637, 1.0443565845489502, 1.0403785705566406, 1.039329171180725, 1.0549147129058838, 1.0236023664474487, 1.0173379182815552, 1.0616379976272583, 1.0429580211639404, 1.0113948583602905, 1.0604665279388428, 1.007285714149475, 1.0497558116912842, 1.0251318216323853, 1.0402851104736328, 1.0028961896896362, 1.0299832820892334, 1.0086075067520142, 1.027137041091919, 1.0217405557632446, 1.0497626066207886, 1.0326255559921265, 1.038057565689087, 1.0322940349578857, 1.0325087308883667, 1.0103801488876343, 1.039648413658142, 1.0488386154174805, 1.0037531852722168, 1.0412322282791138, 1.0639387369155884, 1.0317468643188477, 0.9935242533683777, 1.0281696319580078, 1.0467931032180786, 1.0175856351852417, 1.0424388647079468, 0.9910346865653992, 1.0495846271514893, 0.9977088570594788, 1.0114428997039795, 1.0398333072662354, 1.0150285959243774, 1.0844683647155762, 1.0763096809387207, 1.0219708681106567, 0.9978849291801453, 1.0049395561218262, 1.009840488433838, 1.0330696105957031, 1.021727204322815, 1.0240296125411987, 1.0025811195373535, 1.0150130987167358, 1.0063713788986206, 0.9983310103416443, 1.0136454105377197, 0.9953787326812744, 1.0490682125091553, 1.0910930633544922, 1.0253825187683105, 1.022415041923523, 1.0287836790084839, 1.0230313539505005, 1.0750234127044678, 1.0505825281143188, 1.0177040100097656, 1.030523657798767, 1.0348701477050781, 1.0167746543884277, 1.0536383390426636, 1.0366019010543823, 1.070680022239685, 0.9875069856643677, 1.0480918884277344, 1.0232133865356445, 1.0262147188186646, 1.021674633026123, 1.0466504096984863]","[1.0516717433929443, 1.1018359661102295, 1.0696508884429932, 1.0212557315826416, 1.0077999830245972, 1.008169412612915, 1.0272473096847534, 1.0248472690582275, 1.0233618021011353, 0.9933762550354004, 0.9900878667831421, 0.9899840950965881, 0.9858102798461914, 1.0066648721694946, 1.0357810258865356, 1.0791152715682983, 1.0635693073272705, 1.0616703033447266, 1.016169786453247, 1.06770920753479, 1.0414447784423828, 1.0020157098770142, 1.0310454368591309, 1.0263360738754272, 1.008378267288208, 0.9957307577133179, 1.0989341735839844, 1.025351881980896, 0.9683946967124939, 0.9772778749465942, 1.0559055805206299, 0.9893736839294434, 1.117034912109375, 1.0701414346694946, 1.0334275960922241, 0.9722834825515747, 1.1016968488693237, 1.0886307954788208, 1.0670965909957886, 1.01768159866333, 1.0141241550445557, 1.0349128246307373, 1.0188170671463013, 1.0510802268981934, 0.9713901877403259, 1.0108102560043335, 0.9965540766716003, 1.0800185203552246, 1.0371915102005005, 0.9928370714187622, 1.0971235036849976, 1.061447262763977, 0.995830237865448, 1.0220613479614258, 1.0074057579040527, 0.983477771282196, 0.9818356037139893, 0.9894285798072815, 0.9978103637695312, 1.0243271589279175, 1.0586555004119873, 1.0100674629211426, 1.0423394441604614, 0.9525458812713623, 0.9866685271263123, 1.0234007835388184, 0.9899674654006958, 0.9779466390609741, 0.9866750240325928, 1.005631923675537, 1.0591490268707275, 1.0337482690811157, 1.0710502862930298, 0.971682608127594, 1.0031628608703613, 0.9948066473007202, 0.9237854480743408, 1.0396769046783447, 0.9666293859481812, 0.9723938703536987, 0.9979005455970764, 1.036392092704773, 1.0113040208816528, 1.0677990913391113, 1.005250334739685, 1.0613455772399902, 0.9829250574111938, 1.0617932081222534, 1.0249004364013672, 0.994991660118103, 1.0415890216827393, 1.0304696559906006, 1.0224121809005737, 1.060546636581421, 1.0668021440505981, 1.0386277437210083, 1.0602078437805176, 1.0275046825408936, 1.0744493007659912, 1.0389891862869263]"
1,0.001,3,3,realnvp,0.1,5000,"[1.0327441692352295, 1.0434844493865967, 1.0516246557235718, 1.032953143119812, 1.0285624265670776, 1.041627049446106, 1.032739520072937, 1.0100231170654297, 1.0553265810012817, 1.0332735776901245, 1.0129328966140747, 1.0378936529159546, 1.0227887630462646, 1.0012195110321045, 1.0291341543197632, 1.0582574605941772, 1.0025720596313477, 1.0280232429504395, 1.0785540342330933, 1.0595124959945679, 1.0453792810440063, 1.0030502080917358, 1.035080909729004, 1.029186725616455, 1.045801043510437, 1.0040136575698853, 1.0703718662261963, 1.0438833236694336, 1.0013675689697266, 1.0328357219696045, 1.0696884393692017, 0.9961965680122375, 1.0298539400100708, 1.0239182710647583, 1.034928321838379, 1.0337810516357422, 1.0376259088516235, 1.035436749458313, 1.028476595878601, 1.042104721069336, 1.0581555366516113, 1.0129748582839966, 1.0244196653366089, 1.062833547592163, 1.0357701778411865, 1.0455416440963745, 1.030084252357483, 1.0737825632095337, 1.0066699981689453, 1.02878737449646, 1.0309505462646484, 1.0654762983322144, 1.0270012617111206, 1.008993148803711, 1.0337733030319214, 1.0120993852615356, 1.0586003065109253, 1.0578041076660156, 0.9973832368850708, 1.0201804637908936, 1.056487798690796, 1.0488160848617554, 1.0384712219238281, 1.0819613933563232, 1.0385240316390991, 1.0004839897155762, 1.0359489917755127, 1.024063229560852, 1.020286202430725, 1.034410834312439, 1.0562169551849365, 1.0159188508987427, 1.0484956502914429, 1.043901801109314, 1.043486475944519, 1.018911361694336, 1.0241628885269165, 1.0193047523498535, 1.013602614402771, 1.0477378368377686, 0.9931684732437134, 1.0183417797088623, 1.0222806930541992, 1.0223641395568848, 1.037700891494751, 1.0425138473510742, 1.0758075714111328, 1.0551393032073975, 1.0683668851852417, 0.962685763835907, 1.0370479822158813, 1.0503042936325073, 1.0561110973358154, 1.038069248199463, 1.0370804071426392, 1.0317515134811401, 1.0657645463943481, 1.0624808073043823, 1.0390304327011108, 1.0255062580108643]","[1.041224718093872, 1.0545598268508911, 1.1645859479904175, 1.032724142074585, 1.1784050464630127, 1.3099968433380127, 1.1177583932876587, 1.116044521331787, 0.9703924655914307, 0.7732387185096741, 1.0852453708648682, 1.1440534591674805, 1.244313359260559, 1.290876030921936, 0.9155306816101074, 0.8297770023345947, 1.1472276449203491, 0.9309259057044983, 1.0685781240463257, 1.1272759437561035, 1.0172679424285889, 0.9004868865013123, 0.9132762551307678, 1.283830165863037, 1.1128877401351929, 0.9623824954032898, 0.9331823587417603, 1.054901123046875, 1.0163309574127197, 1.1476696729660034, 0.9307787418365479, 1.0574418306350708, 1.0657868385314941, 0.9959519505500793, 1.2660715579986572, 1.1608604192733765, 1.0775595903396606, 1.1613844633102417, 1.39434015750885, 1.2131023406982422, 0.8472699522972107, 0.9717515707015991, 1.1348609924316406, 1.0283321142196655, 1.201767921447754, 1.2113174200057983, 1.0361123085021973, 0.9233836531639099, 1.1853855848312378, 0.9007279872894287, 0.9432284832000732, 0.7572926878929138, 1.0293217897415161, 1.2403355836868286, 1.090283989906311, 1.002927303314209, 0.9566124081611633, 1.2404030561447144, 0.9791229367256165, 1.2419745922088623, 0.7908557057380676, 0.8763145804405212, 0.8531730771064758, 0.9485161304473877, 1.21441650390625, 1.0198688507080078, 1.032927393913269, 1.3047292232513428, 1.1437461376190186, 1.1176626682281494, 0.9605172276496887, 1.123482346534729, 1.0211000442504883, 0.9525290727615356, 1.2738845348358154, 0.8309407830238342, 1.1622003316879272, 0.952288806438446, 1.0177700519561768, 0.8489602208137512, 0.7915266156196594, 1.3485076427459717, 0.771537721157074, 1.0324313640594482, 0.9080554842948914, 0.9188166856765747, 1.098024606704712, 1.0851047039031982, 1.5394017696380615, 1.1004246473312378, 1.0721834897994995, 1.01947820186615, 0.7583134770393372, 0.9046688079833984, 1.0141489505767822, 1.1678745746612549, 1.1183117628097534, 0.894623875617981, 1.414701223373413, 0.8704759478569031]"
2,0.001,3,3,realnvp,0.1,5000,"[0.9914205074310303, 0.9996729493141174, 0.9968143105506897, 0.9946466684341431, 0.9923022389411926, 1.0218942165374756, 0.9602072238922119, 1.0309439897537231, 1.0255478620529175, 1.0787010192871094, 0.9934269785881042, 1.0801247358322144, 1.0204131603240967, 1.0054469108581543, 1.0170538425445557, 0.9984996318817139, 1.0241901874542236, 0.9887495040893555, 1.0394381284713745, 1.0288949012756348, 1.0386008024215698, 1.0478447675704956, 1.013807773590088, 1.009171724319458, 1.02030348777771, 1.011296272277832, 1.0711302757263184, 1.0414865016937256, 1.0155360698699951, 1.027040958404541, 1.0252913236618042, 1.0253549814224243, 1.0773144960403442, 1.030802845954895, 1.0229718685150146, 1.009074330329895, 1.004594087600708, 0.994303286075592, 1.0468097925186157, 1.0006951093673706, 1.02852463722229, 1.0151326656341553, 1.0128827095031738, 0.9794813394546509, 1.017961025238037, 1.022855520248413, 1.0575474500656128, 0.9873086214065552, 1.0244873762130737, 1.0124315023422241, 1.0674575567245483, 1.0720181465148926, 1.030041217803955, 1.0044529438018799, 1.0573817491531372, 1.035163164138794, 1.0172346830368042, 0.990626335144043, 1.0242505073547363, 1.0220744609832764, 1.015513300895691, 1.0311614274978638, 1.0195692777633667, 1.0523943901062012, 1.036055088043213, 1.005010724067688, 1.0316417217254639, 1.000481128692627, 1.0220966339111328, 1.022490382194519, 0.995361328125, 1.0117220878601074, 1.0335701704025269, 1.0554585456848145, 1.077646255493164, 1.0359547138214111, 1.0629152059555054, 1.0521280765533447, 1.025328516960144, 1.0456480979919434, 0.988378643989563, 1.0246946811676025, 1.0390435457229614, 1.015170693397522, 1.0766284465789795, 1.076192855834961, 1.0429518222808838, 1.0454572439193726, 1.0682268142700195, 1.0591140985488892, 1.0266090631484985, 1.0778285264968872, 1.0263711214065552, 1.0366421937942505, 1.0557316541671753, 1.0647181272506714, 1.0278903245925903, 1.0390080213546753, 0.9868682622909546, 1.0657556056976318]","[1.0306094884872437, 1.0424857139587402, 0.9891488552093506, 1.0276457071304321, 1.0027943849563599, 0.8519452810287476, 0.9017056822776794, 1.0012539625167847, 1.0271613597869873, 0.9544357657432556, 1.0572991371154785, 1.0309178829193115, 1.2406474351882935, 1.1034142971038818, 1.1341650485992432, 1.0464123487472534, 0.9621912240982056, 1.2079761028289795, 1.054954171180725, 1.1943981647491455, 0.8411465883255005, 1.1288416385650635, 0.9102548360824585, 1.0890413522720337, 0.8093690872192383, 1.0643682479858398, 0.926278293132782, 1.1212215423583984, 0.8578758835792542, 1.1091606616973877, 0.9581232666969299, 1.148567795753479, 1.020015835762024, 0.7869933247566223, 0.9316446781158447, 1.1131356954574585, 1.1228581666946411, 0.8541795611381531, 0.9031535983085632, 1.0344440937042236, 1.084844708442688, 0.9777095913887024, 1.0255749225616455, 0.962867021560669, 1.1646358966827393, 0.9176426529884338, 0.8712500333786011, 0.8517023921012878, 0.9586006999015808, 0.9543352723121643, 1.321380376815796, 1.0582630634307861, 1.0878597497940063, 0.9569752216339111, 1.0378538370132446, 1.0453146696090698, 1.0995140075683594, 1.1259167194366455, 0.9375854134559631, 0.8879099488258362, 1.0499351024627686, 1.1319465637207031, 0.9605757594108582, 1.016756534576416, 0.8710814118385315, 1.0581574440002441, 1.0377988815307617, 1.0419963598251343, 1.0211474895477295, 0.9800485968589783, 0.9582686424255371, 1.1798421144485474, 1.0812275409698486, 1.0854018926620483, 0.943038821220398, 1.1579583883285522, 0.8601366281509399, 1.0282282829284668, 0.9989553093910217, 1.2165192365646362, 1.1174237728118896, 0.8615367412567139, 0.9345909357070923, 0.8843865990638733, 0.9215558767318726, 1.0091960430145264, 0.8123099207878113, 1.2057596445083618, 1.1178847551345825, 1.0280879735946655, 1.1603695154190063, 1.0731343030929565, 0.9964622259140015, 0.9446841478347778, 1.0600064992904663, 1.0464211702346802, 1.005778193473816, 0.8291975855827332, 0.9619079828262329, 1.1238386631011963]"
3,0.001,3,3,realnvp,0.1,5000,"[1.054095983505249, 1.016518473625183, 1.0351303815841675, 1.0163909196853638, 1.0251473188400269, 1.0245128870010376, 1.0556844472885132, 1.0488098859786987, 1.078108549118042, 1.0784169435501099, 1.047778606414795, 1.0169661045074463, 1.0488988161087036, 1.0353556871414185, 1.0111583471298218, 1.0149186849594116, 1.0258435010910034, 1.0411169528961182, 1.0029841661453247, 1.0413836240768433, 1.003211498260498, 1.0541952848434448, 1.0465106964111328, 1.0127224922180176, 1.0530818700790405, 1.0380340814590454, 1.025757908821106, 1.0175524950027466, 1.0404378175735474, 1.0516955852508545, 1.0471047163009644, 1.0493696928024292, 1.016521692276001, 1.0293099880218506, 1.0250250101089478, 1.0349918603897095, 0.9660492539405823, 1.0080193281173706, 1.0539180040359497, 1.0069034099578857, 1.061277151107788, 1.0743049383163452, 1.0548163652420044, 0.9959457516670227, 1.0556485652923584, 1.048455834388733, 1.0299625396728516, 1.056228756904602, 1.0288794040679932, 1.007705807685852, 1.0388236045837402, 1.029244065284729, 1.0394892692565918, 0.998478889465332, 0.9962600469589233, 1.0365502834320068, 1.0501220226287842, 1.0083777904510498, 1.046634554862976, 1.0346676111221313, 0.9651269912719727, 1.045185923576355, 1.029624342918396, 1.025574803352356, 1.0547207593917847, 1.048149824142456, 1.0311098098754883, 1.0290977954864502, 1.037082552909851, 1.0235143899917603, 1.0171539783477783, 1.0894464254379272, 1.0373706817626953, 1.0190128087997437, 1.056259036064148, 1.0299057960510254, 1.0519826412200928, 1.0094051361083984, 1.0370759963989258, 1.0240883827209473, 1.0473276376724243, 1.0099719762802124, 1.0112453699111938, 1.0322480201721191, 0.9938116073608398, 1.0513392686843872, 0.9889522194862366, 1.0094475746154785, 1.022231936454773, 1.0145201683044434, 1.0278819799423218, 1.0279819965362549, 1.0565911531448364, 1.020300030708313, 0.9848589301109314, 1.0407884120941162, 1.0481222867965698, 1.055761694908142, 1.0225926637649536, 1.0043216943740845]","[1.0003259181976318, 1.0019031763076782, 1.0174005031585693, 1.031749963760376, 1.0574913024902344, 1.033764362335205, 1.0361090898513794, 1.0643830299377441, 1.060638427734375, 1.04766047000885, 1.0556691884994507, 1.0228005647659302, 0.9969482421875, 1.0107958316802979, 1.0355348587036133, 1.0512806177139282, 1.0116157531738281, 1.0133731365203857, 0.9982199668884277, 1.0579643249511719, 0.9916397929191589, 1.014214277267456, 1.0169295072555542, 0.9921669960021973, 0.9997227191925049, 1.099467396736145, 1.0427871942520142, 1.0094739198684692, 1.0391608476638794, 0.9815632700920105, 0.9957174062728882, 1.0538125038146973, 1.0503140687942505, 1.001570463180542, 1.0585776567459106, 1.0167057514190674, 1.0400114059448242, 1.0342730283737183, 1.0093365907669067, 1.0497883558273315, 1.049494743347168, 1.0304853916168213, 1.0608892440795898, 1.0358922481536865, 1.0398701429367065, 1.0168037414550781, 1.0231235027313232, 1.1002311706542969, 1.05130934715271, 1.0520286560058594, 1.0889241695404053, 1.1112836599349976, 1.0554430484771729, 1.0559405088424683, 1.010304570198059, 1.0598634481430054, 0.9959085583686829, 1.0516853332519531, 1.005872368812561, 1.0379523038864136, 1.0567699670791626, 1.0067389011383057, 1.0445775985717773, 0.9968629479408264, 1.058515191078186, 1.0645534992218018, 1.0120012760162354, 1.0155547857284546, 1.0097839832305908, 1.0043659210205078, 1.0496890544891357, 1.0587493181228638, 1.0364173650741577, 0.9957225322723389, 1.03337562084198, 1.0138020515441895, 1.042568325996399, 1.0478289127349854, 1.046021819114685, 1.125347375869751, 1.0292415618896484, 1.1290799379348755, 1.0198018550872803, 0.9957165718078613, 1.002428412437439, 1.0236696004867554, 1.03178071975708, 0.9744925498962402, 1.0401737689971924, 1.1440105438232422, 1.0291956663131714, 1.0209629535675049, 1.042898416519165, 1.0344480276107788, 1.0278335809707642, 1.0335944890975952, 1.006690502166748, 1.0218844413757324, 1.0142072439193726, 1.011102557182312]"
4,0.001,3,3,realnvp,0.1,5000,"[1.0335631370544434, 1.0092984437942505, 1.0405362844467163, 1.0209490060806274, 1.0357482433319092, 1.0259819030761719, 1.0312162637710571, 1.0404473543167114, 1.0487985610961914, 1.0271857976913452, 1.0161739587783813, 1.0224549770355225, 1.0702251195907593, 1.0410076379776, 1.037628173828125, 0.9809134602546692, 1.0117859840393066, 1.0185424089431763, 0.9889053106307983, 1.0434882640838623, 1.0513865947723389, 1.0642883777618408, 0.9817888736724854, 1.039543628692627, 0.9848430156707764, 1.0847231149673462, 1.0179141759872437, 1.025434970855713, 1.0092960596084595, 1.0123478174209595, 1.0669221878051758, 1.0638799667358398, 1.0612540245056152, 1.0615770816802979, 1.0112800598144531, 1.0166146755218506, 1.0350650548934937, 1.0664666891098022, 1.0228618383407593, 0.9975014328956604, 1.059813141822815, 1.035847783088684, 1.048729658126831, 1.0596810579299927, 1.0222049951553345, 1.03657865524292, 1.0207656621932983, 1.0380429029464722, 1.070564866065979, 1.0648282766342163, 1.0186125040054321, 1.032619595527649, 1.0247997045516968, 1.0358412265777588, 1.0373992919921875, 1.0409969091415405, 1.0278342962265015, 1.0364949703216553, 1.0649933815002441, 0.9968739748001099, 1.062182903289795, 1.0056852102279663, 1.0140209197998047, 1.034546136856079, 1.046792984008789, 0.9967831969261169, 1.0150657892227173, 1.0382957458496094, 1.0371147394180298, 1.083768606185913, 1.0546389818191528, 0.9642630815505981, 1.0250074863433838, 1.0615234375, 1.0506162643432617, 1.050373911857605, 1.0189387798309326, 0.9895851016044617, 1.0523701906204224, 1.0587610006332397, 1.0503077507019043, 1.0016775131225586, 1.0371227264404297, 1.0303425788879395, 1.0328601598739624, 1.0260615348815918, 1.0090044736862183, 1.0397429466247559, 1.0650839805603027, 1.0281380414962769, 1.01124906539917, 1.071981430053711, 1.0270764827728271, 0.9764028787612915, 1.0348303318023682, 0.9921518564224243, 1.0118118524551392, 1.0410584211349487, 1.0612903833389282, 1.0175602436065674]","[1.0954676866531372, 1.0640685558319092, 0.9512624144554138, 0.8815106153488159, 0.9547664523124695, 0.887995183467865, 0.7443597316741943, 0.676466703414917, 0.9650658965110779, 1.3043627738952637, 1.0774005651474, 0.8369899988174438, 0.8632256984710693, 1.027461290359497, 1.3900809288024902, 1.06196129322052, 1.0365469455718994, 0.7409627437591553, 0.9543685913085938, 0.7997122406959534, 1.0352718830108643, 0.8325366377830505, 0.8671596646308899, 0.6072164177894592, 0.9192420840263367, 0.8704921007156372, 1.2939287424087524, 0.8429202437400818, 0.8478454351425171, 0.945959210395813, 1.0249546766281128, 0.7965802550315857, 1.0495556592941284, 1.1743078231811523, 0.8898032307624817, 1.0543793439865112, 1.1555017232894897, 0.9468023180961609, 1.2140775918960571, 0.9696031808853149, 0.8570783734321594, 0.7570822834968567, 1.3327597379684448, 1.049769639968872, 0.9990081787109375, 0.7827717661857605, 1.2174543142318726, 1.042782187461853, 0.9370452165603638, 1.50094473361969, 1.020207166671753, 1.2342578172683716, 0.6988290548324585, 0.8466289639472961, 1.2411167621612549, 1.1509912014007568, 0.8479389548301697, 0.9125140905380249, 0.7158280611038208, 1.2176207304000854, 1.097888469696045, 1.4356812238693237, 1.1831505298614502, 0.8870282769203186, 0.7812039256095886, 0.9228523373603821, 0.8822910785675049, 1.1597309112548828, 0.924380362033844, 0.8629942536354065, 1.320690631866455, 1.161571979522705, 1.0946646928787231, 0.7514970898628235, 1.0786370038986206, 1.3455229997634888, 1.3657587766647339, 1.3101857900619507, 1.3039281368255615, 0.9059606194496155, 1.0450745820999146, 0.8976566195487976, 1.1856414079666138, 0.9977977871894836, 1.2773094177246094, 1.2175158262252808, 0.8355507254600525, 0.8707842826843262, 0.9346767663955688, 0.9975492358207703, 0.8969734311103821, 1.0543984174728394, 0.852481484413147, 1.3409981727600098, 1.0297374725341797, 1.0175056457519531, 1.1385788917541504, 1.0552541017532349, 0.777076244354248, 1.0377086400985718]"
0,0.001,3,3,realnvp,0.1,20000,"[1.1108191013336182, 1.0607099533081055, 1.0302495956420898, 1.0178954601287842, 1.0487006902694702, 1.0497868061065674, 1.0019068717956543, 1.0497702360153198, 1.0133471488952637, 1.0631860494613647, 1.0409518480300903, 1.0049017667770386, 1.021064281463623, 0.9973316192626953, 1.023163914680481, 1.0068291425704956, 1.0051733255386353, 1.045951247215271, 1.02658212184906, 1.0278533697128296, 1.064223289489746, 1.0466039180755615, 1.050208330154419, 0.9967071413993835, 1.0083584785461426, 1.0592100620269775, 1.0550483465194702, 1.0386693477630615, 1.0592631101608276, 1.0645028352737427, 1.018768310546875, 1.0308150053024292, 1.0169792175292969, 1.0375590324401855, 1.0323997735977173, 1.0321582555770874, 1.0028482675552368, 1.0270096063613892, 0.9977622032165527, 1.0325857400894165, 1.0186131000518799, 1.0167568922042847, 1.0042494535446167, 1.0516836643218994, 1.0251127481460571, 1.0371052026748657, 1.0468852519989014, 1.0663262605667114, 1.0372097492218018, 1.0162535905838013, 1.0483274459838867, 1.0555256605148315, 1.023951768875122, 1.0313361883163452, 1.008135199546814, 1.0950278043746948, 1.0554120540618896, 1.0415605306625366, 1.0577644109725952, 1.047803521156311, 1.0046024322509766, 1.0100008249282837, 1.0324480533599854, 1.0433615446090698, 1.039515495300293, 1.0572115182876587, 1.030088186264038, 1.0517284870147705, 1.0246660709381104, 1.0451561212539673, 1.0180600881576538, 1.0064457654953003, 1.075559139251709, 1.0362519025802612, 1.045507788658142, 1.0535496473312378, 0.9980821013450623, 1.0379573106765747, 1.0591681003570557, 1.0236767530441284, 1.0797765254974365, 1.0180611610412598, 1.030229926109314, 1.0304477214813232, 1.0397425889968872, 0.9991886615753174, 1.06260347366333, 0.9852454662322998, 1.0117640495300293, 1.0366308689117432, 1.016879677772522, 1.017953634262085, 1.007811427116394, 1.0222985744476318, 1.0417786836624146, 1.0029010772705078, 1.0082887411117554, 1.0186771154403687, 1.0533097982406616, 1.0370742082595825]","[1.267122507095337, 0.8264094591140747, 1.097923755645752, 0.931041419506073, 0.9792912602424622, 0.8974400758743286, 1.1186672449111938, 1.1474616527557373, 1.0522315502166748, 0.9802049994468689, 1.142159342765808, 0.9411844611167908, 1.3313896656036377, 0.9603363871574402, 0.7483227252960205, 1.0747020244598389, 1.2918459177017212, 1.2651515007019043, 0.9412234425544739, 1.3640402555465698, 1.3102840185165405, 1.0351682901382446, 0.9870489835739136, 1.1511051654815674, 0.8680251240730286, 0.8013575673103333, 0.8007143139839172, 1.0084724426269531, 0.8576950430870056, 1.0446765422821045, 1.2395559549331665, 0.8940566778182983, 1.0422967672348022, 1.075663685798645, 0.7161187529563904, 1.3464843034744263, 1.0159118175506592, 0.9915103316307068, 0.9879657030105591, 0.8052223324775696, 1.1601940393447876, 0.9626306891441345, 0.8995182514190674, 0.9719133973121643, 0.8565360307693481, 1.0641944408416748, 0.918971598148346, 1.1802881956100464, 0.8953458070755005, 0.839887261390686, 1.0416018962860107, 0.8726535439491272, 1.2672417163848877, 1.0743229389190674, 1.022302269935608, 0.8380947709083557, 1.050538182258606, 1.3272334337234497, 0.7867463231086731, 1.0771793127059937, 1.5599088668823242, 0.8904743790626526, 0.9199997782707214, 1.1123608350753784, 1.0273550748825073, 1.0141969919204712, 1.2768597602844238, 1.165695309638977, 0.8778500556945801, 1.0555849075317383, 0.7463299036026001, 1.0657073259353638, 1.2770631313323975, 0.8497348427772522, 0.7541088461875916, 1.147196650505066, 0.8823757767677307, 1.0942778587341309, 1.4236801862716675, 1.3335232734680176, 1.1184055805206299, 1.3375205993652344, 1.0641241073608398, 1.0434232950210571, 0.9684539437294006, 0.967099666595459, 0.9945916533470154, 1.4703421592712402, 1.1566520929336548, 0.8868203163146973, 1.2113901376724243, 1.1367557048797607, 0.839992880821228, 1.1024854183197021, 0.9730711579322815, 1.1249350309371948, 1.053481101989746, 0.8659583330154419, 1.2584692239761353, 1.0011553764343262]"
1,0.001,3,3,realnvp,0.1,20000,"[1.0198613405227661, 1.037601351737976, 1.0580425262451172, 1.0261476039886475, 1.0003328323364258, 1.0259507894515991, 1.0110023021697998, 1.0514553785324097, 1.033922553062439, 1.0159735679626465, 1.0230679512023926, 0.9981781840324402, 1.0301593542099, 0.9845232367515564, 1.0218101739883423, 1.0407259464263916, 1.0312021970748901, 1.0510951280593872, 1.0122753381729126, 1.0258580446243286, 0.9777133464813232, 1.024780511856079, 1.063813328742981, 1.0238828659057617, 1.0205782651901245, 1.0311858654022217, 1.0568890571594238, 1.0731725692749023, 1.0059095621109009, 1.0253546237945557, 1.052001953125, 1.028594732284546, 1.054601788520813, 1.015540361404419, 1.0377135276794434, 1.0055307149887085, 1.0437474250793457, 1.0015382766723633, 1.072716236114502, 1.0352879762649536, 1.0504662990570068, 1.0692920684814453, 0.9909020066261292, 1.0646106004714966, 1.000106930732727, 1.0197943449020386, 1.013319969177246, 1.0740547180175781, 1.0183651447296143, 1.009027361869812, 1.0284069776535034, 1.0573277473449707, 1.0149418115615845, 1.0524054765701294, 1.0529011487960815, 1.0275170803070068, 0.9692933559417725, 1.0425469875335693, 1.0234307050704956, 1.0442756414413452, 0.964969277381897, 1.0114705562591553, 0.9989683628082275, 1.0034024715423584, 0.9950353503227234, 1.0303045511245728, 1.030888319015503, 1.0426857471466064, 0.9958190321922302, 1.0231622457504272, 1.0379486083984375, 1.0095330476760864, 1.0997889041900635, 1.0566133260726929, 1.0300421714782715, 0.9996923804283142, 1.0268906354904175, 1.011095643043518, 1.0276002883911133, 1.0627168416976929, 1.0302432775497437, 1.0441741943359375, 0.9902451634407043, 1.0845422744750977, 1.0411577224731445, 1.0384747982025146, 1.0505053997039795, 1.0227898359298706, 1.0431381464004517, 0.9852656722068787, 0.9905022978782654, 1.0354033708572388, 1.019984483718872, 1.051977515220642, 1.02158784866333, 1.010303258895874, 1.0453778505325317, 1.0503873825073242, 1.0351803302764893, 1.0502314567565918]","[1.0197428464889526, 1.011609673500061, 1.085647702217102, 1.0246332883834839, 1.0511795282363892, 1.027294635772705, 1.0397765636444092, 1.026721715927124, 0.991151750087738, 0.9973024129867554, 1.0497848987579346, 1.021436333656311, 1.0320650339126587, 1.0274467468261719, 1.0780445337295532, 1.0487658977508545, 1.0395065546035767, 1.0004478693008423, 1.0398224592208862, 1.0974748134613037, 1.0614995956420898, 0.9918913841247559, 1.0500174760818481, 0.9853764772415161, 1.0122628211975098, 1.0192490816116333, 0.9784342050552368, 1.007615327835083, 1.0171663761138916, 0.9995415806770325, 0.9983171820640564, 1.011196255683899, 1.0007351636886597, 1.0001447200775146, 1.010526418685913, 1.0216127634048462, 1.0442957878112793, 1.0279403924942017, 1.0253206491470337, 1.0276694297790527, 1.043447494506836, 0.9744465947151184, 1.0376662015914917, 1.2109262943267822, 1.0346482992172241, 1.0663975477218628, 1.0217173099517822, 0.9762540459632874, 1.0447325706481934, 1.0093204975128174, 1.0292035341262817, 1.054073691368103, 0.9915984272956848, 1.0279316902160645, 1.0812060832977295, 1.0015956163406372, 1.0262025594711304, 1.0157197713851929, 1.0342522859573364, 0.9910220503807068, 0.9975049495697021, 1.0302083492279053, 1.0618689060211182, 1.0035814046859741, 0.9841643571853638, 1.0187424421310425, 1.0633540153503418, 1.0416408777236938, 1.019931435585022, 1.04157292842865, 1.0527925491333008, 0.9943230152130127, 1.0222266912460327, 1.0501681566238403, 1.0432672500610352, 1.0517258644104004, 1.0259162187576294, 1.0194073915481567, 1.028519630432129, 1.0321904420852661, 1.0370967388153076, 1.0381696224212646, 0.9944610595703125, 1.027764081954956, 1.0176947116851807, 1.038601040840149, 1.0875266790390015, 1.017154335975647, 1.044443964958191, 1.0230281352996826, 0.9792147874832153, 1.0448753833770752, 0.9874427914619446, 1.0058079957962036, 0.9856275320053101, 1.0942438840866089, 1.0808416604995728, 1.0779814720153809, 1.0114341974258423, 1.0083543062210083]"
