learning rate,layer amount,hidden layer size,flow type,max_amount of epochs,MC Vanila,norm_flow
0.01,3,3,realnvp,5000,"[-0.04251524806022644, -0.016115058213472366, 0.02340676262974739, -0.023077279329299927, -0.0058022476732730865, 0.06068452075123787, 0.08104969561100006, 0.03921402245759964, -0.03458193689584732, -0.006005869247019291, -0.01321373786777258, -0.01418182160705328, 0.07179027795791626, 0.010422655381262302, -0.012049248442053795, 0.03808959573507309, 0.0020804910454899073, -0.09638120234012604, -0.014977860264480114, -0.024268241599202156, 0.058368951082229614, 0.030696969479322433, -0.037653159350156784, -0.10317142307758331, -0.05373840406537056, 0.013680854812264442, 0.023924950510263443, -0.0406942255795002, 0.038621362298727036, -0.02658884786069393, 0.08910257369279861, 0.10312074422836304, -0.05561467632651329, 0.01005363930016756, 0.13526099920272827, 0.08344928920269012, -0.027967985719442368, -0.05432877317070961, -0.16046901047229767, -0.1143256202340126, -0.0961260125041008, 0.005032778717577457, -0.0615178644657135, 0.019524365663528442, -0.07519426941871643, -0.017352016642689705, -0.029482336714863777, 0.004029556643217802, 0.04053560271859169, 0.001505312160588801, -0.0824291780591011, 0.01698114164173603, 0.05071926862001419, 0.09425456076860428, 0.05785033851861954, 0.0690586045384407, -0.039656154811382294, -0.07167945057153702, 0.031460102647542953, 0.04226032271981239, -0.03296924754977226, -0.029683373868465424, 0.018657665699720383, -0.022544685751199722, 0.028126275166869164, -0.060430530458688736, -0.016681257635354996, -0.06702633202075958, 0.06176849827170372, -0.0574372299015522, 0.061306241899728775, 0.029042555019259453, 0.15613390505313873, 0.04038155823945999, -0.0649801641702652, 0.02132437750697136, -0.05637697875499725, -0.002368106273934245, -0.01862732321023941, 0.03528289869427681, 0.002426903462037444, 0.14162243902683258, 0.03757007047533989, 0.05711285397410393, 0.05388306826353073, -0.013724529184401035, -0.011051504872739315, -0.008215997368097305, 0.030506659299135208, -0.05664278194308281, -0.04978635534644127, 0.005195714998990297, -0.018982579931616783, -0.011919134296476841, -0.008670746348798275, -0.029825642704963684, 0.04417325556278229, -0.04306640848517418, -0.020467326045036316, 0.013262441381812096]","[-0.05097625404596329, -0.17219547927379608, 0.14570027589797974, -0.10994260758161545, 0.12107355892658234, 0.029612403362989426, -0.13149407505989075, 0.05064966529607773, -0.16035324335098267, -0.06725684553384781, 0.12134227156639099, 0.17914347350597382, 0.006692088674753904, -0.10973010957241058, -0.09543318301439285, -0.13016924262046814, 0.2445267289876938, 0.04331901669502258, 0.039405543357133865, 0.003129465039819479, -0.09175870567560196, -0.06508224457502365, -0.030969912186264992, 0.04800417646765709, -0.1536824107170105, -0.0009460394503548741, -0.0010686928872019053, 0.5643437504768372, -0.13470564782619476, 0.0039023668505251408, -0.05267886817455292, -0.09828086197376251, 0.05167100578546524, -0.09495538473129272, 0.8591464757919312, -0.07291588932275772, -0.13049881160259247, -0.09855518490076065, 0.5283095836639404, -0.02863878384232521, -0.0708189308643341, -0.10074687749147415, -0.20841823518276215, -0.02836902253329754, 0.11038405448198318, -0.1450866162776947, -0.019604040309786797, -0.17086444795131683, -0.12845773994922638, 0.2625317871570587, -0.1656496375799179, -0.14394930005073547, -0.1584932506084442, -0.12526313960552216, 0.04482030123472214, -0.01874721795320511, 0.11932440102100372, 0.02576838992536068, 0.05746470391750336, 1.1437469720840454, -0.11221150308847427, -0.2009114772081375, 0.11657948791980743, -0.12969805300235748, 0.1258331537246704, -0.019979828968644142, -0.08334631472826004, -0.09674379974603653, 0.1023445874452591, -0.13828600943088531, -0.061486683785915375, -0.011080216616392136, -0.15168197453022003, -0.05826035887002945, 0.07077520340681076, -0.024656958878040314, -0.1037602648139, -0.20939990878105164, -0.006785986945033073, 0.03573927283287048, -0.06150760129094124, 0.2121807336807251, -0.14034205675125122, 0.0030141014140099287, -0.15679319202899933, 0.11609752476215363, 0.007094877306371927, -0.1435476690530777, 0.08498893678188324, -0.0947590246796608, -0.012967499904334545, 0.006439311429858208, 0.0024555546697229147, -0.12235083431005478, 0.028073741123080254, 0.09436631202697754, -0.20208124816417694, -0.05368645116686821, 0.03643982857465744, -0.09893926233053207]"
0.01,3,3,realnvp,20000,"[-0.004079633392393589, 0.03620210289955139, -0.013377009890973568, 0.07471813261508942, 0.06007177755236626, -0.0021685599349439144, -0.03412880375981331, 0.08828867226839066, -0.06368449330329895, 0.08196704089641571, -0.011483793146908283, 0.06570416688919067, -0.08851625770330429, -0.025742612779140472, 0.00918543804436922, 0.003965636249631643, 0.061837464570999146, -0.017255783081054688, 0.15293008089065552, -0.006818161811679602, -0.004194790963083506, 0.009245527908205986, 0.035929128527641296, 0.07028616964817047, 0.021775085479021072, 0.0677025094628334, -0.026718007400631905, 0.08151029795408249, 0.021603116765618324, -0.09696906805038452, -0.007157567422837019, -0.026432426646351814, -0.06238913908600807, -0.08569995313882828, 0.03563729673624039, 0.039271749556064606, 0.026941638439893723, -0.024788852781057358, -0.09211620688438416, -0.08492675423622131, -0.014413036406040192, 0.10261370241641998, -0.030597800388932228, -0.006313596852123737, -0.02457253262400627, 0.02335095964372158, -0.06203413009643555, -0.04093381389975548, 0.02627827785909176, 0.023880816996097565, 0.004335302393883467, -0.09084931015968323, 0.12153352797031403, -0.008086957037448883, -0.01898627169430256, 0.09090857207775116, 0.02067544497549534, 0.12716856598854065, -0.003296476323157549, 0.02906745858490467, -0.04050668329000473, -0.009111963212490082, 0.014097005128860474, 0.06156564876437187, -0.07700563222169876, 0.008935432881116867, -0.019677726551890373, 0.07192452251911163, 0.06056999787688255, -0.013659310527145863, 0.011396167799830437, 0.018106400966644287, -0.04487726837396622, -0.06177561730146408, 0.06745857000350952, -0.04136744514107704, 0.04728590324521065, -0.0138753866776824, -0.026229847222566605, 0.02426500804722309, 0.0761730745434761, -0.017900802195072174, 0.0832715556025505, 0.021977214142680168, 0.09665136784315109, -0.0541343167424202, 0.003468307899311185, 0.061112724244594574, -0.030831189826130867, 0.05657804757356644, -0.04393022879958153, -0.0010326135670766234, 0.00747761782258749, -0.013120072893798351, -0.05269329994916916, -0.014992930926382542, -0.028382185846567154, 0.06419478356838226, -0.032608870416879654, -0.01739339344203472]","[-0.06853337585926056, 0.003308755811303854, 0.022225407883524895, 0.23633256554603577, 0.04618263989686966, 0.030517708510160446, -0.04325128719210625, 0.012861322611570358, -0.029509812593460083, -0.16457253694534302, -0.02927391044795513, -0.07027304917573929, 0.03416258096694946, -0.007515157572925091, -0.045397620648145676, -0.08456739783287048, -0.019721277058124542, 0.06989025324583054, -0.030550749972462654, -0.016821395605802536, 0.03314295411109924, -0.036342814564704895, 0.11608012020587921, 0.02694978378713131, -0.07461509108543396, 0.030371613800525665, -0.06932498514652252, 0.02208569273352623, -0.08436939865350723, 0.08536506444215775, -0.07775654643774033, 0.13503260910511017, 0.01657872460782528, 0.008846532553434372, -0.1582401990890503, 0.017053883522748947, -0.046465836465358734, -0.028931336477398872, -0.003780282801017165, 0.020902717486023903, 0.04709148779511452, -0.09608213603496552, 0.002228971105068922, 0.016118371859192848, -0.01510538998991251, -0.06298796832561493, 0.08307050913572311, -0.008861280977725983, -0.03143824636936188, -0.1293928474187851, 0.004836785141378641, -0.13469088077545166, 0.006383407860994339, 0.05156539008021355, 0.04937656223773956, 0.04595007002353668, -0.04737924411892891, 0.036197297275066376, 0.038250505924224854, 0.024810781702399254, -0.024775909259915352, 0.022911835461854935, -0.04575243964791298, -0.052167996764183044, -0.023171441629529, -0.07711608707904816, 0.013937776908278465, -0.09092032164335251, 0.05759665369987488, -0.006384438369423151, -0.015394740737974644, -0.11695360392332077, -0.06766083091497421, -0.02275213971734047, -0.007436060346662998, -0.10562889277935028, -0.01282273419201374, 0.012025236152112484, 0.048953231424093246, 0.08517935127019882, 0.011627278290688992, 0.04138478264212608, 0.04113484174013138, 0.031847525388002396, -0.0099998963996768, -0.031514570116996765, -0.04952291399240494, -0.02045488730072975, -0.010650389827787876, -0.09281901270151138, 0.008375713601708412, -0.026660796254873276, 0.01346604060381651, -0.06465834379196167, -0.0337454155087471, -0.06461972743272781, 0.016396982595324516, -0.05802297964692116, 0.06716137379407883, 0.013001139275729656]"
0.01,3,3,maf,5000,"[-0.0441732183098793, 0.031732767820358276, -0.0641530379652977, -0.0917787253856659, 0.03362756595015526, -0.00038559126551263034, 0.06720976531505585, -0.07208496332168579, -0.03053978458046913, 0.057397376745939255, -0.003241888014599681, -0.08119175583124161, 0.04472813755273819, 0.0302579365670681, 0.023488540202379227, -0.08954498916864395, 0.0851634070277214, 0.007225851062685251, 0.023808585479855537, 0.06286659091711044, 0.0647110864520073, -0.06227727606892586, 0.0019792779348790646, 0.019300859421491623, 0.001409905031323433, -0.06360658258199692, 0.09479421377182007, -0.015099544078111649, 0.052697282284498215, -0.022274652495980263, -0.07309071719646454, -0.02810194529592991, -0.009378406219184399, -0.005475970450788736, 0.00854872539639473, 0.013847801834344864, 0.027434291318058968, 0.05633598566055298, 0.06900130957365036, 0.03561456501483917, -0.0062902141362428665, 0.14344076812267303, 0.0017153022345155478, -0.06798746436834335, 0.07113037258386612, -0.025756951421499252, 0.02956363931298256, 0.03497882932424545, 0.00532612344250083, -0.03482881188392639, 0.013388198800384998, 0.1065170094370842, -0.03910477086901665, -0.01551772840321064, -0.10895270854234695, 0.053586047142744064, -0.0550125427544117, 0.018740369006991386, 0.008595680817961693, -0.09923022985458374, -0.030228732153773308, -0.023512225598096848, -0.002366095082834363, 0.0867968499660492, -0.03875099867582321, -0.010892174206674099, -0.029469452798366547, -0.09413982182741165, -0.10417481511831284, 0.018282225355505943, 0.04496046528220177, 0.03477686643600464, 0.04896015673875809, 0.015232428908348083, 0.18618734180927277, -0.03408247232437134, -0.0010400564642623067, -0.12126287072896957, -0.041278012096881866, -0.006995424162596464, -0.038094811141490936, 0.01346793957054615, 0.03588582202792168, 0.04396196827292442, -0.01068823505192995, -0.07471458613872528, 0.10145799070596695, 0.1301542967557907, -0.016250358894467354, -0.08294149488210678, -0.012984631583094597, -0.040024999529123306, -0.0257599875330925, 0.03183000534772873, -0.018588216975331306, 0.006062894593924284, 0.01712673157453537, 0.039029721170663834, 0.012159086763858795, -0.08853502571582794]","[-0.09162502735853195, -0.0543595515191555, -0.04479052871465683, -0.10119263827800751, 0.021791359409689903, -0.00921617727726698, -0.1428402215242386, 0.053012143820524216, -0.018604055047035217, -0.013209708034992218, 0.002845382085070014, -0.047863032668828964, 0.03404403105378151, 0.055132292211055756, -0.02663731575012207, 0.026968808844685555, -0.06468401104211807, -0.05365989729762077, -0.022356707602739334, -0.0834706649184227, 0.046055372804403305, -0.0342051163315773, 0.017291950061917305, 0.05664065107703209, 0.030250197276473045, -0.008898028172552586, -0.03848729282617569, 0.04367579519748688, 0.10920096933841705, 0.5418830513954163, -0.04522356018424034, 0.06985446810722351, 0.04190097376704216, -0.032308515161275864, 0.018061073496937752, 0.12158475071191788, -0.0018464933382347226, 0.0315747894346714, -0.11776728183031082, -0.04020600765943527, 0.005471250973641872, 0.11031243950128555, 0.006296501960605383, 0.03602895140647888, 0.05687585100531578, 0.022324776276946068, -0.12283690273761749, 0.03999440744519234, 0.027985593304038048, -0.016172729432582855, 0.013749033212661743, 0.044847067445516586, 0.057463306933641434, 0.07376215606927872, -0.06939449906349182, -0.01665225252509117, -0.08320557326078415, 0.080587238073349, -0.05635995417833328, -0.15230907499790192, -0.04958681762218475, -0.03556930273771286, 0.004793837666511536, 0.050821952521800995, 0.03741653263568878, -0.01451442763209343, -0.07846231013536453, 0.023970242589712143, -0.02073260396718979, -0.15232296288013458, 0.14457465708255768, -0.030934639275074005, -0.07835542410612106, 0.05016988515853882, -0.07622608542442322, 0.07254643738269806, 0.03693035989999771, -0.015642328187823296, -0.06792905926704407, 0.02604091353714466, -0.0011182818561792374, -0.036605339497327805, 0.0495346263051033, -0.05805883929133415, -0.03917063772678375, 0.006306661758571863, 0.0677945539355278, 0.08513104915618896, -0.008554051630198956, 0.032521650195121765, -0.15652433037757874, 0.01892678253352642, -0.06133430823683739, 0.0018703070236369967, -0.07095576077699661, -0.052478667348623276, 0.0058286357671022415, 0.029757296666502953, -0.06922172009944916, -0.0415598601102829]"
0.01,3,3,maf,20000,"[-0.025143422186374664, -0.029390426352620125, 0.00639675697311759, 0.0133220748975873, 0.06380584090948105, 0.07611603289842606, 0.13045620918273926, 0.04649516940116882, 0.045320961624383926, 0.06561828404664993, -0.002479845890775323, 0.005601747892796993, 0.05511557310819626, -0.03465260937809944, 0.0007255101227201521, -0.1089257299900055, -0.039626918733119965, 0.019298385828733444, -0.049664828926324844, 0.0311784315854311, 0.0017762391362339258, 0.07078631222248077, 0.03904157876968384, 0.051183659583330154, -0.06343337148427963, -0.008231950923800468, -0.03730889782309532, -0.010541258379817009, 0.045731741935014725, 0.0994698777794838, 0.09182049334049225, -0.017532600089907646, -0.06237097457051277, 0.09255167096853256, 0.07581239938735962, -0.06298182904720306, 0.032468847930431366, -0.015033037401735783, -0.02938757836818695, -0.03378193825483322, -0.08323943614959717, 0.04442964121699333, -0.01257445476949215, 0.1148042306303978, 0.0019394387491047382, -0.03718674182891846, 0.029051940888166428, 0.022308344021439552, 0.10093912482261658, 0.10419221967458725, -0.019021600484848022, 0.1093040406703949, 0.030005181208252907, 0.1282295286655426, 0.02812380902469158, 0.04192019999027252, -0.07761732488870621, -0.0008778507472015917, -0.01328941248357296, -0.06903542578220367, 0.03365775942802429, 0.03708670660853386, 0.08899588137865067, 0.0589846633374691, -0.06338119506835938, -0.032826680690050125, 0.08435513824224472, -0.02774534933269024, -0.08249477297067642, 0.013138928450644016, -0.01320820301771164, 0.02158421277999878, 0.048801157623529434, -0.10400207340717316, -0.01601533778011799, 0.03164652734994888, 0.02816666103899479, 0.049509402364492416, 0.0894320085644722, 0.1902557611465454, 0.002997326897457242, -0.038618069142103195, 0.0017417698400095105, 0.03971756994724274, -0.064837746322155, -0.03130923584103584, -0.030136166140437126, -0.03015984781086445, -0.02528640814125538, -0.003971922677010298, -0.014809423126280308, -0.08357913792133331, 0.044624343514442444, -0.0737287849187851, -0.05092206597328186, -0.05165672302246094, -0.01496970560401678, 0.051462262868881226, 0.09771336615085602, 0.008385898545384407]","[-0.2515842616558075, -0.16642643511295319, -0.19342292845249176, 0.3829861581325531, -0.3153497278690338, 0.04928196221590042, -0.09144497662782669, -0.2967263460159302, -0.1828453242778778, -0.2361670285463333, -0.3278142809867859, -0.25872594118118286, -0.08593736588954926, -0.17869004607200623, -0.2401222288608551, -0.1040445864200592, -0.05360076203942299, 0.17497652769088745, -0.19576501846313477, 0.03560439497232437, -0.21315251290798187, -0.08273416012525558, -0.1528393179178238, -0.10076982527971268, -0.18444828689098358, -0.1615556925535202, 0.15004096925258636, -0.007567282300442457, 0.005045577418059111, -0.06989604234695435, -0.03464460372924805, 0.25865280628204346, -0.3295381963253021, -0.35811305046081543, -0.10461637377738953, -0.06700271368026733, -0.23324018716812134, -0.02540457621216774, -0.0662272721529007, 0.012089786119759083, -0.14642812311649323, -0.15393251180648804, -0.1737460345029831, -0.12825077772140503, -0.20001257956027985, -0.19238749146461487, -0.32932475209236145, -0.2204594612121582, -0.18130987882614136, -0.2869555652141571, -0.06673118472099304, 0.029212478548288345, -0.17572738230228424, -0.30809101462364197, -0.2873843312263489, 0.8085376620292664, 0.1069037914276123, -0.1773131936788559, 0.15124747157096863, -0.2794339954853058, -0.1307612806558609, -0.08798027783632278, -0.08558305352926254, -0.15447358787059784, -0.06652334332466125, -0.1665702611207962, -0.24043653905391693, -0.22557109594345093, -0.11556913703680038, -0.12686851620674133, -0.022120842710137367, -0.16219571232795715, -0.09125465154647827, -0.1819397360086441, -0.09250437468290329, -0.19512227177619934, -0.1583503931760788, -0.17964273691177368, -0.08232680708169937, -0.12033984810113907, -0.3447049856185913, -0.20422759652137756, -0.3085938096046448, -0.006233849562704563, -0.27550265192985535, -0.16859421133995056, -0.2514576315879822, 0.03986163064837456, -0.1024530678987503, 0.21278880536556244, -0.17950645089149475, -0.03573034703731537, -0.015274034813046455, -0.19470572471618652, -0.1608942598104477, -0.189727783203125, -0.2657349705696106, -0.11383062601089478, -0.22032146155834198, -0.2948288023471832]"
0.01,3,8,realnvp,5000,"[0.054016176611185074, -0.020200340077280998, -0.04828045517206192, -0.003958533518016338, 0.02589038386940956, -0.05184752494096756, -0.02422848902642727, -0.1234164759516716, 0.07143430411815643, -0.05364834517240524, -0.05538018047809601, -0.062230080366134644, 0.09464201331138611, 0.026515791192650795, -0.03787093982100487, -0.06799689680337906, 0.04376399144530296, -0.0047324602492153645, -0.005157600622624159, -0.0384770929813385, 0.027987105771899223, 0.06119435653090477, -0.040456585586071014, -0.009384104050695896, 0.025394119322299957, 0.020847806707024574, -0.03056912310421467, -0.017824960872530937, 0.05540583282709122, 0.04321751371026039, 0.046137645840644836, -0.05741988122463226, 0.07257736474275589, 0.03678196668624878, -0.020409515127539635, -0.035527829080820084, 0.07974870502948761, -0.045078545808792114, -0.02651982195675373, -0.05241068825125694, 0.08978679776191711, -0.026198314502835274, -0.11176838725805283, 0.02583872154355049, 0.03793025389313698, 0.020553378388285637, 0.011442708782851696, 0.057428427040576935, -0.05358871445059776, -0.07837487012147903, -0.10955850780010223, 0.034600984305143356, 0.0758601725101471, 0.028661342337727547, 0.07945475727319717, 0.04191397875547409, -0.11081847548484802, -0.04442809522151947, -0.07214861363172531, -0.06756851077079773, 0.09810910373926163, -0.0027587255463004112, 0.04545773193240166, -0.037571754306554794, 0.04362659528851509, 0.10678745061159134, -0.02897743694484234, 0.08070191740989685, 0.09570560604333878, -0.007447586860507727, -0.10600925236940384, -0.014108682982623577, 0.058102887123823166, -0.004043344408273697, 0.08118031173944473, 0.059230878949165344, -0.08566035330295563, 0.018971610814332962, 0.0849355012178421, 0.03398466482758522, 0.06033221259713173, 0.04311101511120796, 0.01168039906769991, 0.0035815583541989326, -0.05135585367679596, 0.050416991114616394, 0.04600442945957184, -0.03260931745171547, -0.031700391322374344, 0.0012438397388905287, 0.012833383865654469, 0.02674887515604496, 0.11032072454690933, 0.11564592272043228, -0.07393238693475723, 0.014948369935154915, -0.021838802844285965, 0.11702597141265869, -0.0661752000451088, 0.06568077206611633]","[-0.06613752990961075, -0.1357766091823578, -0.06124827638268471, -0.07189688831567764, 0.0557962991297245, -0.0002426809078315273, 0.008999907411634922, 0.02608959563076496, -0.008259374648332596, -0.04765751212835312, -0.027757056057453156, -0.009751691482961178, -0.0709342435002327, 0.04059894382953644, -0.01577526144683361, -0.000264568196143955, 0.013408915139734745, 0.018229104578495026, -0.058624379336833954, 0.10172568261623383, -0.08571527153253555, -0.06668979674577713, 0.0014025067212060094, -0.08038555830717087, -0.07373759150505066, -0.034679997712373734, -0.005264169070869684, -0.036459505558013916, -0.0710817277431488, -0.019353438168764114, -0.02309415489435196, -0.032889384776353836, 0.016969310119748116, -0.03644542023539543, 0.08275074511766434, -0.029331736266613007, -0.08776167780160904, -0.02964690327644348, -0.006932973861694336, -0.10775012522935867, -0.0014489786699414253, -0.021864259615540504, -0.08038379997015, 0.028263946995139122, 0.025151772424578667, -0.05206295847892761, -0.019236665219068527, -0.015129401348531246, 0.007462675683200359, -0.06390442699193954, 0.05589311197400093, -0.031163835898041725, -0.011649733409285545, -0.06868673861026764, 0.030896924436092377, -0.02632945030927658, -0.03727813810110092, 0.04748963937163353, 0.03823918104171753, -0.029868576675653458, -0.0993741974234581, -0.10078190267086029, -0.05996884033083916, -0.0025530268903821707, -0.00013117199705448002, -0.05690130963921547, -0.006903080735355616, 0.016880962997674942, -0.07226929813623428, -0.009323005564510822, -0.03651915118098259, -0.01724259927868843, -0.03947378322482109, 0.07308534532785416, -0.0939304456114769, -0.026867708191275597, -0.004249085206538439, 0.12402918189764023, 0.004236757289618254, -0.10945585370063782, 0.02078549936413765, -0.07636552304029465, 0.008723778650164604, 0.06265273690223694, -0.011294343508780003, 0.01945560611784458, -0.014248548075556755, 0.015481310896575451, -0.012577188201248646, 0.06068293750286102, 0.0320887565612793, 0.04741206765174866, -0.020696645602583885, -0.09625276923179626, -0.016586603596806526, 0.0457887127995491, 0.02702135033905506, -0.008062459528446198, -0.009293285198509693, -0.08793337643146515]"
0.01,3,8,realnvp,20000,"[0.15540668368339539, -0.013517903164029121, -0.0226074680685997, 0.027341943234205246, 0.005923590622842312, -0.011044824495911598, -0.03488771989941597, -0.001065123826265335, -0.018225250765681267, 0.02295791544020176, 0.018735812976956367, -0.04159027338027954, -0.08153101801872253, -0.12249074131250381, -0.007879160344600677, 0.023010842502117157, -0.008790500462055206, -0.044112496078014374, -0.017717678099870682, 0.00858583115041256, 0.06792865693569183, -0.08757191896438599, -0.012922976166009903, -0.06262092292308807, 0.07068748027086258, 0.02358965203166008, 0.06696025282144547, 0.13155804574489594, -0.03018682263791561, 0.0017751227132976055, -0.08693529665470123, 0.009461929090321064, -0.03130680322647095, -0.04801085591316223, -0.0076210075058043, 0.06460455060005188, 0.0047866180539131165, 0.05993499234318733, 0.010975925251841545, -0.046433042734861374, 0.05107002332806587, 0.0173118244856596, -0.04319867119193077, 0.010333802551031113, -0.028431486338377, -0.018666233867406845, -0.012742545455694199, -0.018928777426481247, -0.0018731598975136876, -0.024498485028743744, -0.057800907641649246, -0.04394150897860527, -0.01247558556497097, 0.014178355224430561, 0.0686112716794014, -0.049291349947452545, 0.0018801841652020812, -0.024944163858890533, -0.06550299376249313, -0.005535125732421875, -0.0843067616224289, 0.022466719150543213, -0.038022641092538834, -0.009960602968931198, -0.006535851396620274, 0.061689700931310654, -0.00869764294475317, 0.0027250265702605247, -0.08872023969888687, -0.10699604451656342, 0.010640508495271206, 0.009575381875038147, -0.08042087405920029, 0.015730682760477066, -0.02955542504787445, 0.03580291569232941, 0.028183434158563614, 0.043246977031230927, 0.004097192548215389, -0.0046393550001084805, -0.05376528576016426, 0.03214666619896889, -0.027628356590867043, -0.02870546281337738, -0.018884709104895592, 0.03629732504487038, 0.036139748990535736, -0.020466525107622147, 0.05461970716714859, 0.042653948068618774, -0.03932872787117958, -0.07164619863033295, -0.004396346863359213, 0.021512439474463463, 0.04575274512171745, 0.009059256874024868, 0.01927700825035572, -0.06244035065174103, 0.010498548857867718, -0.03863486647605896]","[-0.05403071641921997, 0.030005095526576042, 0.12421514838933945, 0.04213721305131912, -0.043587882071733475, -0.05694689601659775, -0.10194658488035202, -0.08522690087556839, 0.03905269131064415, -0.021497566252946854, 0.06645841896533966, 0.1252865046262741, 0.11906765401363373, 0.049928080290555954, 0.1986185610294342, 0.0425771027803421, 0.11486005038022995, -0.04056804999709129, -0.05559831112623215, 0.0988330990076065, 0.019694345071911812, -0.03357786312699318, -0.015477425418794155, 0.032501220703125, 0.060510482639074326, 0.04393404722213745, -0.0022244814317673445, -0.09549447894096375, 0.12828603386878967, -0.026590099558234215, -0.07264786213636398, -0.04173066094517708, -0.057801734656095505, 0.040853776037693024, -0.20888276398181915, 0.03764958307147026, 0.0023810507263988256, 0.1887425184249878, -0.010403309017419815, 0.08979472517967224, 0.11015446484088898, 0.024456270039081573, 0.016872582957148552, 0.042573582381010056, 0.10574176162481308, -0.03552546352148056, -0.03234991058707237, 0.06878248602151871, 0.027110161259770393, -0.004217617679387331, -0.060326430946588516, 0.07020609825849533, 0.0195058211684227, -0.11905363202095032, 0.055310413241386414, -0.1122012808918953, -0.051387615501880646, 0.036577630788087845, 0.04382489621639252, -0.028613677248358727, 0.05322655290365219, -0.0025815980043262243, 0.05478500947356224, -0.10158645361661911, -0.02578520029783249, 0.012159005738794804, 0.01747504062950611, -0.10874857753515244, 0.018606990575790405, -0.015697209164500237, -0.0061241695657372475, -0.09826410561800003, -0.10906501859426498, 0.100777268409729, 0.05813204124569893, -0.05339708551764488, 0.06999746710062027, 0.019424591213464737, 0.004214826505631208, 0.08878060430288315, 0.10443243384361267, -0.0003565824590623379, -0.02571830339729786, -0.0841979831457138, -0.13011814653873444, 0.05552346631884575, 0.037712227553129196, 0.0039001237601041794, -0.01972457766532898, 0.16398628056049347, -0.050951916724443436, 0.07246550917625427, 0.10978072136640549, 0.013246934860944748, -0.003091069869697094, 0.23575808107852936, 0.026313401758670807, -0.1353529393672943, -0.10124502331018448, 0.12788714468479156]"
